    0.000000000    1.066105583    0.645834840
    0.141729459    1.052847689    0.644196892
    0.283458918    1.014258585    0.639246104
    0.425188378    0.954052270    0.630876117
    0.566917837    0.877016281    0.618933393
    0.708647296    0.788735206    0.603246774
    0.850376755    0.694749066    0.583668645
    0.992106215    0.600124574    0.560119285
    1.133835674    0.509067976    0.532633039
    1.275565133    0.424566691    0.501402305
    1.417294592    0.348774314    0.466807672
    1.559024051    0.282573609    0.429431532
    1.700753511    0.226321819    0.390045585
    1.842482970    0.179424099    0.349578300
    1.984212429    0.141148531    0.309045683
    2.125941888    0.110305918    0.269460263
    2.267671348    0.085802678    0.231735962
    2.409400807    0.066516700    0.196621444
    2.551130266    0.051413765    0.164663156
    2.692859725    0.039716042    0.136192511
    2.834589185    0.030590916    0.111335539
    2.976318644    0.023608530    0.090038895
    3.118048103    0.018144824    0.072110586
    3.259777562    0.014002821    0.057258515
    3.401507021    0.010748731    0.045132661
    3.543236481    0.008288310    0.035357793
    3.684965940    0.006366154    0.027564078
    3.826695399    0.004891026    0.021405966
    3.968424858    0.003773402    0.016575600
    4.110154318    0.002873800    0.012808229
    4.251883777    0.002239790    0.009882013
    4.393613236    0.001680747    0.007616451
    4.535342695    0.001329973    0.005865553
    4.677072154    0.000981104    0.004514865
    4.818801614    0.000785965    0.003473292
    4.960531073    0.000576631    0.002671078
    5.102260532    0.000456722    0.002053017
    5.243989991    0.000346779    0.001577246
    5.385719451    0.000255512    0.001210906
    5.527448910    0.000217211    0.000928779
    5.669178369    0.000133610    0.000711653
    5.810907828    0.000141784    0.000544061
    5.952637287    0.000063518    0.000415025
    6.094366747    0.000092647    0.000314804
    6.236096206    0.000028570    0.000237248
    6.377825665    0.000054537    0.000176091
    6.519555124    0.000016657    0.000127807
    6.661284584    0.000021014    0.000088365
    6.803014043    0.000017186    0.000055409
    6.944743502   -0.000008693    0.000026411
    7.086472961    0.000020169   -0.000000763
    7.228202421   -0.000032817   -0.000027701
    7.369931880    0.000016685   -0.000056919
    7.511661339   -0.000050078   -0.000089679
    7.653390798   -0.000000281   -0.000129272
    7.795120257   -0.000062379   -0.000177448
    7.936849717   -0.000035541   -0.000238646
    8.078579176   -0.000076801   -0.000316212
    8.220308635   -0.000092691   -0.000416349
    8.362038094   -0.000106958   -0.000545515
    8.503767554   -0.000177001   -0.000712912
    8.645497013   -0.000174097   -0.000930268
    8.787226472   -0.000300447   -0.001212135
    8.928955931   -0.000309094   -0.001578780
    9.070685390   -0.000489413   -0.002054343
    9.212414850   -0.000557160   -0.002672883
    9.354144309   -0.000795579   -0.003475417
    9.495873768   -0.000987817   -0.004518578
    9.637603227   -0.001312062   -0.005872526
    9.779332687   -0.001714079   -0.007631369
    9.921062146   -0.002198103   -0.009914709
   10.062791605   -0.002925915   -0.012879271
   10.204521064   -0.003719519   -0.016727378
   10.346250524   -0.004947451   -0.021720064
   10.487979983   -0.006316877   -0.028195934
   10.629709442   -0.008331698   -0.036587276
   10.771438901   -0.010722363   -0.047452648
   10.913168360   -0.014019572   -0.061498116
   11.054897820   -0.018160628   -0.079625304
   11.196627279   -0.023604581   -0.102957587
   11.338356738   -0.030690142   -0.132899950
   11.480086197   -0.039777814   -0.171157121
   11.621815657   -0.051779949   -0.219866751
   11.763545116   -0.067066035   -0.281222295
   11.905274575   -0.087260687   -0.356236196
   12.047004034   -0.113040517   -0.444122567
   12.188733493   -0.146863158   -0.542271376
   12.330462953   -0.190233166   -0.646186538
   12.472192412   -0.246591154   -0.750036618
   12.613921871   -0.319017729   -0.847985675
   12.755651330   -0.412145121   -0.935524036
   12.897380790   -0.531515243   -1.010017627
   13.039110249   -0.683116181   -1.070645227
   13.180839708   -0.875670115   -1.118368924
   13.322569167   -1.116002615   -1.155315170
   13.464298626   -1.419924323   -1.183531103
   13.606028086   -1.774476128   -1.204603900
   13.747757545   -2.131370767   -1.219783393
   13.889487004   -2.445365942   -1.229992271
   14.031216463   -2.667039078   -1.235871217
   14.172945923   -2.747813686   -1.237789063
   14.314675382   -2.667039078   -1.235871217
   14.456404841   -2.445365942   -1.229992271
   14.598134300   -2.131370767   -1.219783393
   14.739863760   -1.774476128   -1.204603900
   14.881593219   -1.419924323   -1.183531103
   15.023322678   -1.116002615   -1.155315170
   15.165052137   -0.875670115   -1.118368924
   15.306781596   -0.683116181   -1.070645227
   15.448511056   -0.531515243   -1.010017627
   15.590240515   -0.412145121   -0.935524036
   15.731969974   -0.319017729   -0.847985675
   15.873699433   -0.246591154   -0.750036618
   16.015428893   -0.190233166   -0.646186538
   16.157158352   -0.146863158   -0.542271376
   16.298887811   -0.113040517   -0.444122567
   16.440617270   -0.087260687   -0.356236196
   16.582346729   -0.067066035   -0.281222295
   16.724076189   -0.051779949   -0.219866751
   16.865805648   -0.039777814   -0.171157121
   17.007535107   -0.030690142   -0.132899950
   17.149264566   -0.023604581   -0.102957587
   17.290994026   -0.018160628   -0.079625304
   17.432723485   -0.014019572   -0.061498116
   17.574452944   -0.010722363   -0.047452648
   17.716182403   -0.008331698   -0.036587276
   17.857911862   -0.006316877   -0.028195934
   17.999641322   -0.004947451   -0.021720064
   18.141370781   -0.003719519   -0.016727378
   18.283100240   -0.002925915   -0.012879271
   18.424829699   -0.002198103   -0.009914709
   18.566559159   -0.001714079   -0.007631369
   18.708288618   -0.001312062   -0.005872526
   18.850018077   -0.000987817   -0.004518578
   18.991747536   -0.000795579   -0.003475417
   19.133476996   -0.000557160   -0.002672883
   19.275206455   -0.000489413   -0.002054343
   19.416935914   -0.000309094   -0.001578780
   19.558665373   -0.000300447   -0.001212135
   19.700394832   -0.000174097   -0.000930268
   19.842124292   -0.000177001   -0.000712912
   19.983853751   -0.000106958   -0.000545515
   20.125583210   -0.000092691   -0.000416349
   20.267312669   -0.000076801   -0.000316212
   20.409042129   -0.000035541   -0.000238646
   20.550771588   -0.000062379   -0.000177448
   20.692501047   -0.000000281   -0.000129272
   20.834230506   -0.000050078   -0.000089679
   20.975959965    0.000016685   -0.000056919
   21.117689425   -0.000032817   -0.000027701
   21.259418884    0.000020169   -0.000000763
   21.401148343   -0.000008693    0.000026411
   21.542877802    0.000017186    0.000055409
   21.684607262    0.000021014    0.000088365
   21.826336721    0.000016657    0.000127807
   21.968066180    0.000054537    0.000176091
   22.109795639    0.000028570    0.000237248
   22.251525099    0.000092647    0.000314804
   22.393254558    0.000063518    0.000415025
   22.534984017    0.000141784    0.000544061
   22.676713476    0.000133610    0.000711653
   22.818442935    0.000217211    0.000928779
   22.960172395    0.000255512    0.001210906
   23.101901854    0.000346779    0.001577246
   23.243631313    0.000456722    0.002053017
   23.385360772    0.000576631    0.002671078
   23.527090232    0.000785965    0.003473292
   23.668819691    0.000981104    0.004514865
   23.810549150    0.001329973    0.005865553
   23.952278609    0.001680747    0.007616451
   24.094008068    0.002239790    0.009882013
   24.235737528    0.002873800    0.012808229
   24.377466987    0.003773402    0.016575600
   24.519196446    0.004891026    0.021405966
   24.660925905    0.006366154    0.027564078
   24.802655365    0.008288310    0.035357793
   24.944384824    0.010748731    0.045132661
   25.086114283    0.014002821    0.057258515
   25.227843742    0.018144824    0.072110586
   25.369573201    0.023608530    0.090038895
   25.511302661    0.030590916    0.111335539
   25.653032120    0.039716042    0.136192511
   25.794761579    0.051413765    0.164663156
   25.936491038    0.066516700    0.196621444
   26.078220498    0.085802678    0.231735962
   26.219949957    0.110305918    0.269460263
   26.361679416    0.141148531    0.309045683
   26.503408875    0.179424099    0.349578300
   26.645138335    0.226321819    0.390045585
   26.786867794    0.282573609    0.429431532
   26.928597253    0.348774314    0.466807672
   27.070326712    0.424566691    0.501402305
   27.212056171    0.509067976    0.532633039
   27.353785631    0.600124574    0.560119285
   27.495515090    0.694749066    0.583668645
   27.637244549    0.788735206    0.603246774
   27.778974008    0.877016281    0.618933393
   27.920703468    0.954052270    0.630876117
   28.062432927    1.014258585    0.639246104
   28.204162386    1.052847689    0.644196892
